Date,Close,High,Low,Open,Volume
,MANA-USD,MANA-USD,MANA-USD,MANA-USD,MANA-USD
2017-11-09,0.015130000188946724,0.016110999509692192,0.013886000029742718,0.014329000376164913,653800
2017-11-10,0.0129399998113513,0.015734000131487846,0.012644999660551548,0.015162000432610512,296429
2017-11-11,0.011978999711573124,0.013616000302135944,0.011757999658584595,0.013201000168919563,237865
2017-11-12,0.01050500012934208,0.01197499968111515,0.010125000029802322,0.01197499968111515,242761
2017-11-13,0.01133000012487173,0.011660000309348106,0.010627999901771545,0.010627999901771545,225836
2017-11-14,0.01141900010406971,0.011723999865353107,0.01105200033634901,0.011343000456690788,244821
2017-11-15,0.012001999653875828,0.012013999745249748,0.011397999711334705,0.011460999958217144,283268
2017-11-16,0.011792999692261219,0.012594999745488167,0.0117419995367527,0.012013000436127186,357512
2017-11-17,0.012028000317513943,0.012085000053048134,0.011187000200152397,0.011729000136256218,268762
2017-11-18,0.013019000180065632,0.013352000154554844,0.011435000225901604,0.012020999565720558,370149
2017-11-19,0.013098999857902527,0.013975000008940697,0.012660999782383442,0.012934000231325626,379424
2017-11-20,0.013047000393271446,0.013902000151574612,0.012942000292241573,0.013092000037431717,327270
2017-11-21,0.0132020004093647,0.014050000347197056,0.01242700032889843,0.013085000216960907,507625
2017-11-22,0.013577999547123909,0.013791999779641628,0.013035000301897526,0.013225999660789967,330170
2017-11-23,0.01384000014513731,0.014662999659776688,0.013445000164210796,0.013584000058472157,524765
2017-11-24,0.01591400057077408,0.01997699961066246,0.013465000316500664,0.013783000409603119,3082120
2017-11-25,0.015530000440776348,0.01669199950993061,0.015158000402152538,0.01574699953198433,818860
2017-11-26,0.015592999756336212,0.01592399924993515,0.015130000188946724,0.015579000115394592,523645
2017-11-27,0.017100999131798744,0.017988000065088272,0.01550500001758337,0.015603999607264996,1352180
2017-11-28,0.018012000247836113,0.019155999645590782,0.016442999243736267,0.017110999673604965,1974130
2017-11-29,0.015027999877929688,0.018400000408291817,0.01461699977517128,0.018168000504374504,965265
2017-11-30,0.015270999632775784,0.016486000269651413,0.013759000226855278,0.015293999575078487,674593
2017-12-01,0.01606700010597706,0.0162579994648695,0.014383000321686268,0.015282999724149704,555175
2017-12-02,0.01707099936902523,0.017343999817967415,0.015460999682545662,0.016068000346422195,640646
2017-12-03,0.017131000757217407,0.01880900003015995,0.016419999301433563,0.017085000872612,898044
2017-12-04,0.01830199919641018,0.01830199919641018,0.016990000382065773,0.017198000103235245,824746
2017-12-05,0.023365000262856483,0.024089999496936798,0.017556000500917435,0.01796399988234043,2583390
2017-12-06,0.05878400057554245,0.0856890007853508,0.021446000784635544,0.023097999393939972,63000500
2017-12-07,0.06058499962091446,0.1064940020442009,0.053164999932050705,0.059386998414993286,107251000
2017-12-08,0.05073999986052513,0.061765000224113464,0.043556999415159225,0.06123799830675125,30266500
2017-12-09,0.053984999656677246,0.058883000165224075,0.04779300093650818,0.05057600140571594,12736600
2017-12-10,0.07562199980020523,0.08901400119066238,0.053360000252723694,0.054225001484155655,64599000
2017-12-11,0.07331199944019318,0.08577600121498108,0.06772500276565552,0.07676400244235992,25718700
2017-12-12,0.0845709964632988,0.09455399960279465,0.07353100180625916,0.07466799765825272,43477900
2017-12-13,0.12286199629306793,0.12574400007724762,0.08211500197649002,0.0855650007724762,78835104
2017-12-14,0.13058699667453766,0.14802399277687073,0.10453599691390991,0.12338399887084961,98743504
2017-12-15,0.10562299937009811,0.13144800066947937,0.10312800109386444,0.12909600138664246,53640700
2017-12-16,0.09984800219535828,0.1170549988746643,0.09823799878358841,0.10702099651098251,44178300
2017-12-17,0.10522899776697159,0.11206900328397751,0.09835799783468246,0.10036300122737885,30798500
2017-12-18,0.118477001786232,0.12076699733734131,0.09771399945020676,0.10541599988937378,35151500
2017-12-19,0.10629600286483765,0.11966399848461151,0.10039400309324265,0.11861400306224823,26908500
2017-12-20,0.11606000363826752,0.12904299795627594,0.09344799816608429,0.10587900131940842,39253200
2017-12-21,0.10871300101280212,0.12786300480365753,0.10437899827957153,0.11550500243902206,31402900
2017-12-22,0.08665300160646439,0.11116400361061096,0.06596899777650833,0.10919699817895889,13500100
2017-12-23,0.08972299844026566,0.10223600268363953,0.08426900207996368,0.08731699734926224,13654300
2017-12-24,0.08649899810552597,0.09008300304412842,0.07783599942922592,0.09008300304412842,15225600
2017-12-25,0.09134899824857712,0.09434200078248978,0.08576799929141998,0.08719799667596817,23472400
2017-12-26,0.08554600179195404,0.09721200168132782,0.0826290026307106,0.09123700112104416,22235900
2017-12-27,0.08285500109195709,0.08930499851703644,0.08048900216817856,0.0861700028181076,22112000
2017-12-28,0.08790300041437149,0.08940699696540833,0.07551199942827225,0.08260100334882736,25564800
2017-12-29,0.0891060009598732,0.09799999743700027,0.08489900082349777,0.08859200030565262,27314200
2017-12-30,0.09753800183534622,0.10293599963188171,0.08395899832248688,0.0895019993185997,31693900
2017-12-31,0.10199899971485138,0.10647899657487869,0.09324999898672104,0.09804899990558624,22450300
2018-01-01,0.10012099891901016,0.10612799972295761,0.09454599767923355,0.10274700075387955,26634900
2018-01-02,0.10531699657440186,0.11209399998188019,0.09974200278520584,0.09999199956655502,38891400
2018-01-03,0.1559000015258789,0.18147799372673035,0.09953399747610092,0.10499799996614456,87955800
2018-01-04,0.20003700256347656,0.20845100283622742,0.1423500031232834,0.15540499985218048,67030700
2018-01-05,0.16552700102329254,0.20871999859809875,0.1555909961462021,0.19790799915790558,51203300
2018-01-06,0.183011993765831,0.19078700244426727,0.16578300297260284,0.16626599431037903,52641200
2018-01-07,0.23128199577331543,0.2565400004386902,0.18217700719833374,0.18217700719833374,97849904
2018-01-08,0.23094899952411652,0.2399429976940155,0.16933900117874146,0.23270800709724426,66688700
2018-01-09,0.24926400184631348,0.28885701298713684,0.23041999340057373,0.23041999340057373,106775000
2018-01-10,0.21013599634170532,0.25769299268722534,0.2004690021276474,0.2512960135936737,55184500
