Date,Close,High,Low,Open,Volume
,ICP-USD,ICP-USD,ICP-USD,ICP-USD,ICP-USD
2021-05-10,428.3623046875,750.73046875,0.0,0.0,290834080
2021-05-11,364.78997802734375,580.3784790039062,346.1799011230469,428.4841613769531,1667242972
2021-05-12,255.49424743652344,387.5951843261719,255.49424743652344,366.9465637207031,1029335147
2021-05-13,300.0203857421875,344.9256286621094,252.07086181640625,255.6376495361328,886643614
2021-05-14,304.1851806640625,340.4146728515625,292.91217041015625,301.2485046386719,471523354
2021-05-15,246.02374267578125,304.7862243652344,240.2845001220703,304.0125732421875,426384680
2021-05-16,225.08676147460938,263.6380310058594,205.14984130859375,245.77157592773438,362549390
2021-05-17,195.94810485839844,225.36386108398438,185.54910278320312,225.36386108398438,364815932
2021-05-18,164.36183166503906,205.7008514404297,161.9789581298828,195.5773468017578,393520826
2021-05-19,124.2806167602539,178.69627380371094,94.29244995117188,164.01150512695312,652652876
2021-05-20,165.56182861328125,222.1440887451172,104.1538314819336,122.94561004638672,1766366511
2021-05-21,146.15252685546875,185.7506866455078,120.15440368652344,164.1954345703125,872795486
2021-05-22,145.95286560058594,167.4713134765625,125.53269958496094,146.20046997070312,504331090
2021-05-23,144.61146545410156,165.564208984375,120.99942779541016,146.259765625,611510637
2021-05-24,148.15953063964844,163.2674102783203,135.89891052246094,144.17318725585938,546965245
2021-05-25,134.03724670410156,156.4700469970703,123.84809875488281,147.78269958496094,431735498
2021-05-26,143.41946411132812,152.3456573486328,132.16937255859375,134.16651916503906,435275572
2021-05-27,130.80532836914062,145.8153839111328,130.00198364257812,142.9129180908203,266639209
2021-05-28,115.76527404785156,132.97354125976562,110.30175018310547,131.83087158203125,291887855
2021-05-29,110.51677703857422,119.67605590820312,106.08243560791016,115.8014144897461,180885347
2021-05-30,111.35319519042969,118.18433380126953,104.68504333496094,110.57963562011719,171767299
2021-05-31,114.80200958251953,115.11274719238281,105.56305694580078,111.45780944824219,187751438
2021-06-01,107.59419250488281,116.98210144042969,106.5529556274414,114.7149658203125,149595133
2021-06-02,107.4555435180664,112.7750244140625,102.70545196533203,107.60163879394531,239196731
2021-06-03,124.54924774169922,136.0807647705078,105.25251770019531,107.50677490234375,507675844
2021-06-04,108.97987365722656,124.54095458984375,105.49617767333984,124.54095458984375,399300278
2021-06-05,104.74594116210938,116.13790893554688,100.06451416015625,108.82022094726562,219960829
2021-06-06,104.58992004394531,109.70458221435547,102.74955749511719,104.68657684326172,152859891
2021-06-07,91.10304260253906,106.72016906738281,89.17488861083984,104.49311065673828,204560360
2021-06-08,81.63610076904297,94.36019134521484,77.0743408203125,91.24988555908203,277308338
2021-06-09,81.54084777832031,88.4935531616211,77.30193328857422,81.41252136230469,266849941
2021-06-10,66.59059143066406,83.60002899169922,65.83689880371094,81.54377746582031,373290839
2021-06-11,58.237911224365234,72.14312744140625,56.47590255737305,66.58796691894531,359113045
2021-06-12,61.20527267456055,67.12152099609375,53.14746856689453,58.25257110595703,354115890
2021-06-13,64.56804656982422,66.44823455810547,57.278568267822266,61.134910583496094,306597749
